YEAR,FIRE NAME,UNIT,AGENCY,CAUSE,OBJECTIVE,REPORT ACRES,GIS ACRES,COMMENTS
2012,COAL,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),241,269,
2012,QUAIL,Joshua Tree NP,National Park Service,Lightning,Suppression (Wildfire),"10,166",258,Source: Park GIS
2012,LAKEPOINTE,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),256,256,
2012,SLIDES,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),262,254,
2012,POWER,Shasta - Trinity CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),248,248,
2012,SOUTH,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),271,246,Alternate Fed Inc# 2404
2012,CHENEY,Lassen - Modoc CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),230,231,the diff between report and actual is correct
2012,LICK,Klamath National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,229,"Fort Complex, this fire in the Rouge NF in other region"
2012,MARR,Northern CA District - BLM,Bureau of Land Management,Lightning,Suppression (Wildfire),230,227,
2012,GRAPEVINE,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),214,206,Alt Fed inc# 018491
2012,RAMIREZ,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Debris,Suppression (Wildfire),200,199,
2012,SODA,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Escaped Prescribed Burn,Suppression (Wildfire),200,197,
2012,KECKS,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),198,196,
2012,FLYNN,Mendocino CDF,California Department of Forestry and Fire Protection,Powerline,Suppression (Wildfire),195,195,
2012,OAK,Siskiyou CDF,California Department of Forestry and Fire Protection,Debris,Suppression (Wildfire),192,192,
2012,BROADWAY / NORTH COMPLEX,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),0,188,CA LNA 12-1590075 (Linda Fire Dept)
2012,WHEATS,Stanislaus National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),260,180,
2012,EMIGDIO,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),150,173,alt inc # 1586
2012,FIDDYMENT,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),245,168,
2012,BITTER,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),167,168,
2012,CARY,San Bernardino National Forest,USDA Forest Service,Playing with fire,Suppression (Wildfire),200,160,CALFIRE inc# 63759
2012,CONSTANIA,Northern CA District - BLM,Bureau of Land Management,Lightning,Suppression (Wildfire),60,155,GPS-Helicopter
2012,CREEK,Shasta - Trinity CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),150,149,Lake Complex
2012,COPCO FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),284,147,Fed inc # 4462
2012,CALIENTE,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),149,144,Target shooting
2012,HIGHLINE,CA Desert District - BLM,Bureau of Land Management,Debris,Suppression (Wildfire),0,142,
2012,SISTERS,Modoc National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),142,142,Alt inc # 000692
2012,WINDY,CA Desert District - BLM,Bureau of Land Management,Equipment Use,Suppression (Wildfire),15,137,Wind turbine
2012,LANES,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Smoking,Suppression (Wildfire),138,136,
2012,PENN,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),800,134,serious Firefighter injury
2012,TWINS,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),132,130,
2012,TREE FIRE,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),126,126,
2012,SPANISH,Northern CA District - BLM,Bureau of Land Management,Campfire,Suppression (Wildfire),132,122,Bureau of Land Management Cal Fire DPA
2012,BORDER 12,CA Desert District - BLM,Bureau of Land Management,Unknown / Unidentified,Suppression (Wildfire),25,121,Fire use
2012,BOWEN,San Bernardino National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),119,119,"64 acres on FRA, 54 acres on SRA"
2012,OREGON,Butte CDF,California Department of Forestry and Fire Protection,Powerline,Suppression (Wildfire),117,117,
2012,LA GRANGE,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),115,112,
2012,BEALE,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),30,110,
2011,COMANCHE,Kern County,Contract County,Lightning,Suppression (Wildfire),"25,938","25,939",Main Fire in Comanche Complex: 27933
2011,BRECKENRIDGE COMPLEX,Kern County,Contract County,Lightning,Suppression (Wildfire),"25,230","25,223",3 seperate lightning fires burned together
2011,LION,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),"20,500","20,682",
2011,CANYON,Kern County,Contract County,Aircraft,Suppression (Wildfire),"14,585","14,585",alt inc # 27244
2011,EAGLE,San Diego CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),"14,100","13,993",
2011,REED,Kern County,Contract County,Lightning,Suppression (Wildfire),"5,900","5,900",
2011,JOHN,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),"5,353","5,800",2 miles south of Big Pine
2011,MOTOR,Sequoia National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),"5,230","5,230",
2011,ANTELOPE,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),"5,196","5,069",BLM inc # 017988
2011,NORTH,Kern County,Contract County,Lightning,Suppression (Wildfire),"3,439","3,439",
2011,QUINN,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),"3,138","3,139",alt inc # 18260
2011,INDIAN,Kern County,Contract County,Lightning,Suppression (Wildfire),"3,068","3,069",Keene Complex alt inc # 27912
2011,KNOB,Kern County,Contract County,Lightning,Suppression (Wildfire),"2,709","2,710",Comanche Complex alt inc #27933
2011,BLACK,Kern County,Contract County,Lightning,Suppression (Wildfire),"2,577","2,578",Keene Complex  alt inc # 27912
2011,GREAT,San Diego CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),"2,135","2,134",
2011,CATTLE,Kern County,Contract County,Lightning,Suppression (Wildfire),"2,130","2,130",Keene Complex: 27912
2011,ANNIE,Northern CA District - BLM,Bureau of Land Management,Unknown / Unidentified,Suppression (Wildfire),"2,076","2,076",
2011,65,Kern County,Contract County,Lightning,Suppression (Wildfire),"2,000","2,003",
2011,COUGAR,Modoc National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),"1,300","1,791",
2011,BAKER,Kern County,Contract County,Lightning,Suppression (Wildfire),"1,711","1,711",Keene Complex alt inc # 27912
2011,WELLS,Mojave - NPS,National Park Service,Lightning,Suppression (Wildfire),"1,784","1,708","Perimeter date 8/31, may not be final fire size"
2011,SODA,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),"1,528","1,534",Caused by cutting torch
2011,RUTH,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),"1,460","1,457",
2011,SCORPION,Modoc National Forest,USDA Forest Service,Railroad,Suppression (Wildfire),"1,418","1,418",
2011,MAMMOTH,Modoc National Forest,USDA Forest Service,Railroad,Suppression (Wildfire),"1,300","1,193",
2011,HILL,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),"1,150","1,159",Fire started on USFS into SRA  CAL FIRE inc # 9968
2011,STAGE,Tulare County,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),"1,235","1,130",
2011,MILTON,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),"1,122","1,122","aka""TCU September Lightning"""
2011,COVE,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,121",WFDSS; GPS air
2011,WILLOWS,Sequoia National Forest,USDA Forest Service,Arson,Suppression (Wildfire),310,"1,121",
2011,AVALANCHE,Yosemite National Park,National Park Service,Lightning,Suppression (Wildfire),"1,068","1,068",Resource Benefit
2011,BUCKEYE,Bakersfield District - BLM,Bureau of Land Management,Lightning,Suppression (Wildfire),"1,140","1,046",
2011,GILMAN,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),945,"1,027","brush, BLM inc # 011627"
2011,TAMARACK,Yosemite National Park,National Park Service,Lightning,Suppression (Wildfire),"1,015","1,014",Resource Benefit
2011,WINTERTON,San Bernardino CDF,California Department of Forestry and Fire Protection,Escaped Prescribed Burn,Suppression (Wildfire),283,908,Div Z burned stayed within the perscrip. Boundary
2011,GRANITE,Tulare County,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),480,873,USFS INC # 9621 alt inc # 188
2011,METZ,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Powerline,Suppression (Wildfire),0,832,
2011,LAGUNA,CA Desert District - BLM,USDI Bureau of Indian Affairs,Unknown / Unidentified,Suppression (Wildfire),0,731,"presumed human casused, from GEOMAC"
2011,BEACON,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),715,703,
2011,BLUE,Tuolumne - Calaveras CDF,California Department of Forestry and Fire Protection,Debris,Suppression (Wildfire),800,698,December Wind Event; 9 SPI fires
2011,FIGUERO,Los Padres National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),698,676,
2011,58 COMPLEX,Bakersfield District - BLM,Bureau of Land Management,Powerline,Suppression (Wildfire),665,674,
2011,IKEA,Kern County,Contract County,Unknown / Unidentified,Suppression (Wildfire),667,667,
2011,PASS,Mendocino CDF,California Department of Forestry and Fire Protection,Vehicle,Suppression (Wildfire),721,644,FIRE BURN ONTO MNF  USFS Inc # 1164
2011,WOLF,Kern County,Contract County,Lightning,Suppression (Wildfire),633,633,Comanche Complex: 1127933
2011,MINT,Angeles National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),640,602,CA ANF 4969
2011,ERRECA,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Vehicle,Suppression (Wildfire),575,568,CARBON FROM BIG RIG EXHAUST
2011,ONION,Klamath National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),560,562,
2011,BLUE,Kern County,Contract County,Lightning,Suppression (Wildfire),560,561,
2011,CALIENTE,Kern County,Contract County,Lightning,Suppression (Wildfire),552,552,Keene Complex alt inc # 27912
2011,LIGHTNING,Kern County,Contract County,Lightning,Suppression (Wildfire),550,551,
2011,WINDY POINT,CA Desert District - BLM,Bureau of Land Management,Miscellaneous,Suppression (Wildfire),541,541,
2011,SPANISH,Humboldt - Del Norte CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),498,524,Electrical Generator
2011,FLYNN,Santa Clara CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),525,517,alternate inc # 2885
2011,TOP,Santa Clara CDF,California Department of Forestry and Fire Protection,Playing with fire,Suppression (Wildfire),545,517,
2011,CARBON CANYON,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),508,508,coll meth Capturx pen by Adapx
2011,KNOXVILLE,Sonoma - Lake - Napa CDF,California Department of Forestry and Fire Protection,Smoking,Suppression (Wildfire),506,508,
2011,PUNCH,Stanislaus National Forest,USDA Forest Service,Lightning,Resource Benefit (WFU),506,507,
2011,TENNESSEE,Tulare County,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),380,485,
2011,LONG,Eldorado National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),483,483,resource benefit fire
2011,HARPER,Kern County,Contract County,Lightning,Suppression (Wildfire),465,465,Keene Complex  alt inc # 27912
2011,ROMERO,Madera - Mariposa CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),489,451,
2011,CENTER,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),850,441,Big Pine
2011,CHRISMAN,Santa Clara CDF,California Department of Forestry and Fire Protection,Vehicle,Suppression (Wildfire),415,432,
2011,KELLER,Riverside CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),450,411,brush
2011,OLD,Kern County,Contract County,Lightning,Suppression (Wildfire),408,409,
2011,CATTLEMAN,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Powerline,Suppression (Wildfire),0,385,
2011,HIGHWAY,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Vehicle,Suppression (Wildfire),387,381,Locally established criteria
2011,OASIS,Los Angeles County,Contract County,Lightning,Suppression (Wildfire),380,356,Fed Inc# 4381
2011,SALT,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),349,343,WindCmplx; SZE_CLASS=tot ac; RPRTD_ACRS=USFS only
2011,MUD SPRINGS,Tulare County,California Department of Forestry and Fire Protection,Lightning,Suppression (Wildfire),350,343,grass
2011,KRISTA,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),360,342,UC Field Station
2011,ROADRUNNER,Tulare County,California Department of Forestry and Fire Protection,Arson,Suppression (Wildfire),335,335,
2011,HERLONG,Northern CA District - BLM,Bureau of Land Management,Unknown / Unidentified,Suppression (Wildfire),325,325,
2011,KEN,San Bernardino National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),350,322,trailer
2011,WAGON,Los Angeles County,Contract County,Structure,Suppression (Wildfire),499,299,BLM inc # 013104 alt inc # 11215258
2011,BOWEN,San Bernardino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),295,294,4 miles south of Apple Valley
2011,HART,Kern County,Contract County,Lightning,Suppression (Wildfire),283,284,Keene Complex  alt inc # 27912
2011,HOG,Northern CA District - BLM,Bureau of Land Management,Lightning,Suppression (Wildfire),268,267,
2011,RANGE,Los Angeles County,Contract County,Vehicle,Suppression (Wildfire),229,241,USFS Inc # 2319
2011,WEST BUTTE FIRE,Nevada - Yuba - Placer CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),210,240,"Sutter County Fire - LRA, cause - shooting range"
2011,HARRIS,Kern County,Contract County,Lightning,Suppression (Wildfire),217,218,Comanche Complex: 1127933
2011,TRONA,CA Desert District - BLM,Bureau of Land Management,Miscellaneous,Suppression (Wildfire),217,217,
2011,RELIZ,Monterey - San Benito CDF,California Department of Forestry and Fire Protection,Vehicle,Suppression (Wildfire),0,216,
2011,WEST,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),214,214,
2011,GATOS,Fresno-Kings CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),210,210,
2011,BUTTERMILK,Inyo National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),206,206,
2011,BALD,Yosemite National Park,National Park Service,Lightning,Suppression (Wildfire),203,203,
2011,PALA,San Diego CDF,California Department of Forestry and Fire Protection,Powerline,Suppression (Wildfire),233,192,
2011,CANYON,Santa Barbara County,Contract County,Equipment Use,Suppression (Wildfire),189,189,Collected by helo.  SBC Fire PFE
2011,BITTERWATER,San Luis Obispo CDF,California Department of Forestry and Fire Protection,Equipment Use,Suppression (Wildfire),0,188,Locally established criteria
2011,BEE,San Diego CDF,California Department of Forestry and Fire Protection,Miscellaneous,Suppression (Wildfire),198,185,
